Year,Month,Date,Station,Min_Temp_C,Avg_Temp_C,Max_Temp_C,Avg_Humidity_%,Avg_Pressure_hPa,Avg_Wind_Speed_kmh,Max_Wind_Speed_kmh,Total_Precipitation_mm,Common_Condition
2010,9,2010-09-12,Mace Head,5.7,10.0,14.3,86.32,1008.57,20.45,32.8,68.6,Rainy
2010,9,2010-09-13,Mace Head,5.9,10.01,14.5,84.65,1010.6,22.18,34.5,79.3,Rainy
2010,9,2010-09-14,Mace Head,5.7,10.3,13.7,84.82,1009.83,20.85,32.0,77.0,Rainy
2010,9,2010-09-15,Mace Head,6.0,10.2,14.2,83.8,1010.88,21.33,34.6,89.5,Rainy
2010,9,2010-09-16,Mace Head,5.3,9.85,13.1,85.33,1009.59,20.94,34.8,88.1,Rainy
2010,9,2010-09-17,Mace Head,5.0,9.87,14.4,83.77,1009.41,16.34,34.1,83.4,Rainy
2010,9,2010-09-18,Mace Head,4.4,9.97,13.7,85.12,1007.47,21.89,34.7,82.6,Rainy
2010,9,2010-09-19,Mace Head,5.0,10.05,13.9,83.7,1011.93,18.93,34.6,49.6,Partly Cloudy
2010,9,2010-09-20,Mace Head,5.3,9.33,13.0,85.37,1010.19,20.72,32.8,73.7,Rainy
2010,9,2010-09-21,Mace Head,6.5,10.16,14.2,85.38,1011.74,20.49,32.9,85.5,Rainy
2010,9,2010-09-22,Mace Head,4.5,9.85,13.4,85.97,1014.72,19.65,35.0,65.8,Rainy
2010,9,2010-09-23,Mace Head,6.4,10.05,13.8,82.93,1013.36,19.83,35.0,83.4,Rainy
2010,9,2010-09-24,Mace Head,4.9,10.07,15.0,85.47,1010.87,20.99,34.7,68.0,Rainy
2010,9,2010-09-25,Mace Head,6.6,10.53,15.1,83.89,1012.12,20.19,34.6,86.9,Rainy
2010,9,2010-09-26,Mace Head,6.3,9.99,14.7,86.02,1010.22,22.44,34.5,84.7,Rainy
2010,9,2010-09-27,Mace Head,5.1,10.07,14.3,83.41,1008.92,17.38,34.0,82.2,Rainy
2010,9,2010-09-28,Mace Head,6.0,10.26,15.0,84.19,1010.66,16.75,34.6,62.5,Rainy
2010,9,2010-09-29,Mace Head,6.4,10.13,14.3,82.95,1009.91,19.19,32.9,55.8,Rainy
2010,9,2010-09-30,Mace Head,5.8,10.07,14.2,84.55,1007.19,20.5,33.8,70.2,Rainy
2010,10,2010-10-01,Mace Head,6.2,10.44,14.4,83.86,1011.85,19.85,34.8,103.3,Rainy
2010,10,2010-10-02,Mace Head,5.8,10.23,14.7,85.48,1013.15,22.29,34.4,67.4,Rainy
2010,10,2010-10-03,Mace Head,4.3,9.75,15.2,84.1,1008.79,17.01,33.0,99.1,Rainy
2010,10,2010-10-04,Mace Head,5.7,9.95,14.5,84.65,1009.75,17.78,33.9,97.1,Rainy
2010,10,2010-10-05,Mace Head,5.4,10.1,14.2,84.35,1012.91,22.03,34.7,43.6,Cloudy
2010,10,2010-10-06,Mace Head,4.9,9.92,14.2,83.49,1010.7,20.15,34.3,57.6,Rainy
2010,10,2010-10-07,Mace Head,4.7,10.02,15.3,83.91,1011.98,20.06,33.8,57.5,Rainy
2010,10,2010-10-08,Mace Head,4.6,9.57,14.6,84.37,1008.32,22.73,33.1,94.0,Rainy
2010,10,2010-10-09,Mace Head,6.8,10.08,13.9,87.73,1010.39,23.68,34.2,88.5,Rainy
2010,10,2010-10-10,Mace Head,6.1,10.23,13.8,83.92,1010.71,18.6,32.5,91.4,Rainy
2010,10,2010-10-11,Mace Head,5.8,10.19,14.2,84.99,1011.01,20.23,33.4,69.5,Rainy
2010,10,2010-10-12,Mace Head,5.1,10.1,14.8,85.21,1007.89,19.55,34.8,60.8,Rainy
2010,10,2010-10-13,Mace Head,5.8,10.09,15.3,83.16,1007.86,19.93,30.9,89.7,Rainy
2010,10,2010-10-14,Mace Head,5.8,9.92,15.1,83.25,1011.58,20.53,34.6,93.0,Rainy
2010,10,2010-10-15,Mace Head,5.4,9.92,14.0,84.07,1010.92,21.38,34.7,64.4,Rainy
2010,10,2010-10-16,Mace Head,6.9,10.08,14.5,86.63,1011.68,20.58,34.4,67.6,Rainy
2010,10,2010-10-17,Mace Head,5.6,10.11,14.7,86.97,1008.73,19.37,33.8,69.3,Rainy
2010,10,2010-10-18,Mace Head,6.8,10.02,14.2,83.63,1008.43,22.0,34.3,92.0,Rainy
2010,10,2010-10-19,Mace Head,6.0,9.96,13.4,85.68,1008.65,21.66,34.7,62.5,Rainy
2010,10,2010-10-20,Mace Head,5.7,10.34,15.0,84.27,1010.77,18.86,34.0,77.7,Rainy
2010,10,2010-10-21,Mace Head,5.1,9.83,13.0,87.18,1007.73,25.12,34.8,65.9,Rainy
2010,10,2010-10-22,Mace Head,5.9,9.68,14.2,82.87,1008.95,20.92,34.7,91.7,Rainy
2010,10,2010-10-23,Mace Head,7.0,10.09,14.0,86.45,1009.76,21.66,33.9,58.6,Rainy
2010,10,2010-10-24,Mace Head,5.7,9.31,14.8,84.26,1009.38,18.74,34.5,79.3,Rainy
2010,10,2010-10-25,Mace Head,5.7,10.16,13.9,85.86,1012.23,20.47,33.9,78.2,Rainy
2010,10,2010-10-26,Mace Head,4.9,10.06,13.8,84.1,1010.2,23.88,34.4,66.2,Rainy
2010,10,2010-10-27,Mace Head,5.2,9.78,15.6,84.84,1010.58,20.06,34.9,55.8,Rainy
2010,10,2010-10-28,Mace Head,4.3,9.72,14.1,84.8,1011.08,18.58,32.1,67.9,Rainy
2010,10,2010-10-29,Mace Head,5.6,9.86,14.7,84.6,1011.0,18.79,32.7,52.5,Rainy
2010,10,2010-10-30,Mace Head,5.5,10.0,14.0,85.34,1012.12,18.67,34.5,81.5,Rainy
2010,10,2010-10-31,Mace Head,6.3,10.15,15.1,86.78,1010.03,20.75,32.6,65.0,Rainy
2010,11,2010-11-01,Mace Head,5.7,9.5,14.2,86.76,1008.91,16.99,35.0,96.9,Rainy
2010,11,2010-11-02,Mace Head,5.9,9.59,13.9,84.42,1009.47,18.26,31.5,96.2,Rainy
2010,11,2010-11-03,Mace Head,5.2,10.12,15.3,84.82,1012.37,16.02,32.0,91.5,Rainy
2010,11,2010-11-04,Mace Head,6.5,10.05,15.7,85.52,1011.87,20.08,34.6,92.7,Rainy
2010,11,2010-11-05,Mace Head,5.8,9.93,13.3,86.26,1011.73,18.65,31.0,89.0,Rainy
2010,11,2010-11-06,Mace Head,4.5,9.64,14.2,82.59,1008.29,17.0,34.6,87.7,Rainy
2010,11,2010-11-07,Mace Head,4.4,9.94,14.1,84.06,1013.09,20.27,30.9,70.7,Rainy
2010,11,2010-11-08,Mace Head,6.4,9.98,14.3,85.25,1010.3,19.79,32.5,121.1,Rainy
2010,11,2010-11-09,Mace Head,6.5,10.03,14.1,85.16,1011.14,19.38,32.3,104.1,Rainy
2010,11,2010-11-10,Mace Head,5.9,10.04,15.2,85.96,1012.6,21.38,34.9,66.9,Rainy
2010,11,2010-11-11,Mace Head,6.2,10.03,14.3,85.29,1010.94,23.85,34.9,83.1,Rainy
2010,11,2010-11-12,Mace Head,5.2,10.0,14.8,85.5,1008.1,21.98,35.0,93.8,Rainy
2010,11,2010-11-13,Mace Head,5.6,10.16,15.2,83.08,1006.33,17.21,33.9,100.3,Rainy
2010,11,2010-11-14,Mace Head,5.6,10.23,13.9,85.59,1010.98,19.4,33.4,76.4,Rainy
2010,11,2010-11-15,Mace Head,5.9,10.03,13.4,85.55,1009.7,20.19,34.2,88.7,Rainy
2010,11,2010-11-16,Mace Head,4.9,9.98,15.2,82.23,1008.78,19.9,34.7,75.5,Rainy
2010,11,2010-11-17,Mace Head,5.6,10.23,14.3,85.44,1008.64,23.02,34.8,63.2,Clear
2010,11,2010-11-18,Mace Head,6.3,10.01,14.0,85.74,1010.78,20.15,34.9,110.0,Rainy
2010,11,2010-11-19,Mace Head,6.6,10.37,14.7,85.55,1009.56,22.28,34.5,80.1,Rainy
2010,11,2010-11-20,Mace Head,4.8,9.74,15.6,85.52,1008.48,17.57,34.1,105.1,Rainy
2010,11,2010-11-21,Mace Head,4.2,9.59,13.7,85.27,1007.71,21.34,32.8,121.9,Rainy
2010,11,2010-11-22,Mace Head,6.1,9.61,13.6,85.37,1010.89,23.27,34.4,113.7,Rainy
2010,11,2010-11-23,Mace Head,5.8,9.16,14.5,83.71,1009.18,20.88,34.0,68.8,Rainy
2010,11,2010-11-24,Mace Head,4.7,9.65,13.8,83.61,1015.09,20.64,34.9,101.3,Rainy
2010,11,2010-11-25,Mace Head,5.1,9.9,15.6,84.55,1009.7,18.53,33.7,77.8,Rainy
2010,11,2010-11-26,Mace Head,6.4,10.06,14.1,85.99,1010.88,22.87,33.2,76.0,Rainy
2010,11,2010-11-27,Mace Head,5.0,10.05,14.3,83.29,1012.2,20.15,32.0,76.8,Rainy
2010,11,2010-11-28,Mace Head,6.9,10.04,15.6,85.07,1013.14,18.98,32.0,94.0,Rainy
2010,11,2010-11-29,Mace Head,6.4,10.19,13.9,86.29,1012.95,20.66,34.2,78.4,Rainy
2010,11,2010-11-30,Mace Head,5.3,9.58,12.6,85.47,1011.18,19.81,34.8,91.5,Rainy
2010,12,2010-12-01,Mace Head,1.3,5.31,10.1,84.13,1013.5,22.31,34.5,114.8,Rainy
2010,12,2010-12-02,Mace Head,0.2,5.23,9.4,84.81,1009.8,20.59,34.6,59.3,Rainy
2010,12,2010-12-03,Mace Head,0.3,4.69,9.2,86.69,1010.62,22.69,33.3,90.9,Rainy
2010,12,2010-12-04,Mace Head,1.3,4.88,9.0,83.78,1010.78,19.82,33.5,61.4,Clear
2010,12,2010-12-05,Mace Head,0.7,4.83,8.9,83.16,1010.6,17.96,33.1,125.7,Rainy
2010,12,2010-12-06,Mace Head,0.8,5.34,10.0,84.42,1012.78,22.89,35.0,98.4,Rainy
2010,12,2010-12-07,Mace Head,-0.2,5.11,9.4,84.81,1011.88,17.89,34.1,83.7,Rainy
2010,12,2010-12-08,Mace Head,0.0,4.81,9.4,83.55,1009.71,18.95,34.9,68.4,Rainy
2010,12,2010-12-09,Mace Head,0.7,5.07,9.3,82.39,1010.01,17.7,33.5,90.0,Rainy
2010,12,2010-12-10,Mace Head,0.7,5.09,9.1,84.35,1010.66,22.83,34.6,67.8,Rainy
2010,12,2010-12-11,Mace Head,0.3,4.65,9.6,85.66,1008.07,17.99,34.5,95.6,Rainy
2010,12,2010-12-12,Mace Head,1.1,5.0,10.1,85.65,1012.65,20.47,33.4,60.0,Cloudy
2010,12,2010-12-13,Mace Head,0.4,4.9,9.4,83.61,1010.11,22.72,34.9,79.3,Rainy
2010,12,2010-12-14,Mace Head,0.4,4.78,8.8,85.04,1007.18,20.55,35.0,72.8,Rainy
2010,12,2010-12-15,Mace Head,2.0,5.83,9.7,84.88,1007.99,20.32,34.0,83.9,Rainy
2010,12,2010-12-16,Mace Head,1.4,5.18,8.8,86.8,1011.78,19.55,34.4,67.1,Rainy
2010,12,2010-12-17,Mace Head,1.0,5.01,9.9,83.85,1010.26,22.2,32.3,100.0,Rainy
2010,12,2010-12-18,Mace Head,0.6,4.84,8.5,85.35,1009.21,19.36,34.1,96.0,Rainy
2010,12,2010-12-19,Mace Head,-0.6,5.42,10.2,84.98,1011.8,19.87,35.0,85.3,Rainy
2010,12,2010-12-20,Mace Head,1.0,4.98,8.3,83.86,1010.45,18.97,34.5,88.1,Rainy
2010,12,2010-12-21,Mace Head,0.7,5.19,9.8,85.77,1009.36,19.82,32.1,86.2,Rainy
2010,12,2010-12-22,Mace Head,0.3,5.37,9.4,83.91,1012.19,21.04,34.9,134.5,Rainy
2010,12,2010-12-23,Mace Head,0.2,4.78,9.5,86.38,1011.41,18.99,34.7,79.5,Rainy
2010,12,2010-12-24,Mace Head,0.5,4.94,9.4,86.46,1010.82,19.92,34.9,103.9,Rainy
2010,12,2010-12-25,Mace Head,0.2,4.94,9.8,86.43,1012.57,19.92,33.3,85.8,Rainy
2010,12,2010-12-26,Mace Head,1.5,4.78,7.3,84.43,1011.33,20.27,34.3,109.7,Rainy
2010,12,2010-12-27,Mace Head,0.4,4.96,9.4,85.66,1011.25,22.43,33.7,88.6,Rainy
2010,12,2010-12-28,Mace Head,0.6,4.89,9.5,85.32,1011.8,17.55,32.5,96.4,Rainy
2010,12,2010-12-29,Mace Head,1.3,5.05,8.5,85.46,1011.43,19.78,33.7,73.5,Rainy
2010,12,2010-12-30,Mace Head,1.5,5.03,9.6,84.53,1010.63,19.99,33.2,88.1,Rainy
2010,12,2010-12-31,Mace Head,0.9,4.82,8.5,84.96,1011.16,21.18,34.2,127.9,Rainy
2011,1,2011-01-01,Mace Head,0.7,4.84,9.3,85.4,1009.86,19.22,34.7,78.4,Rainy
2011,1,2011-01-02,Mace Head,0.7,4.99,9.0,85.2,1009.23,22.24,35.0,97.3,Rainy
2011,1,2011-01-03,Mace Head,0.3,5.1,10.0,85.3,1010.05,19.96,34.1,92.6,Rainy
2011,1,2011-01-04,Mace Head,-0.3,4.82,10.2,85.74,1009.75,17.61,32.0,95.0,Rainy
2011,1,2011-01-05,Mace Head,0.7,4.73,9.6,85.52,1013.45,18.78,34.9,69.2,Rainy
2011,1,2011-01-06,Mace Head,0.7,5.06,9.0,83.65,1009.13,17.08,33.3,64.5,Cloudy
2011,1,2011-01-07,Mace Head,-0.1,4.7,9.6,85.06,1013.41,20.62,34.0,81.3,Rainy
2011,1,2011-01-08,Mace Head,-0.2,4.86,10.0,85.68,1009.28,22.97,33.7,123.8,Rainy
2011,1,2011-01-09,Mace Head,0.1,5.37,10.2,83.72,1010.56,21.35,35.0,70.9,Rainy
2011,1,2011-01-10,Mace Head,0.1,4.61,8.6,85.46,1011.62,18.95,33.7,101.4,Rainy
2011,1,2011-01-11,Mace Head,0.2,4.89,8.6,84.18,1008.7,22.79,33.2,99.5,Rainy
2011,1,2011-01-12,Mace Head,0.5,5.32,10.1,84.93,1009.15,20.54,34.9,72.2,Rainy
2011,1,2011-01-13,Mace Head,0.4,5.04,10.2,84.84,1012.11,21.05,33.4,74.0,Rainy
2011,1,2011-01-14,Mace Head,0.8,4.86,9.3,87.33,1012.49,20.32,33.4,78.1,Rainy
2011,1,2011-01-15,Mace Head,0.0,5.11,9.8,84.97,1011.59,21.41,31.2,113.2,Rainy
2011,1,2011-01-16,Mace Head,-0.4,4.9,9.1,84.15,1009.04,19.02,32.9,104.1,Rainy
2011,1,2011-01-17,Mace Head,0.5,4.92,9.4,84.59,1012.25,18.84,32.3,88.3,Rainy
2011,1,2011-01-18,Mace Head,1.7,5.42,10.2,84.58,1008.83,21.89,34.9,102.4,Rainy
2011,1,2011-01-19,Mace Head,0.6,4.84,10.3,85.41,1010.22,21.29,34.4,85.5,Rainy
2011,1,2011-01-20,Mace Head,0.4,4.83,9.7,84.39,1008.66,18.73,30.0,86.0,Rainy
2011,1,2011-01-21,Mace Head,-0.5,4.98,9.2,86.23,1011.17,19.59,34.5,114.1,Rainy
2011,1,2011-01-22,Mace Head,1.2,5.04,9.2,85.6,1008.24,19.98,32.9,86.4,Rainy
2011,1,2011-01-23,Mace Head,0.4,5.09,9.4,84.11,1011.3,22.71,34.9,71.2,Rainy
2011,1,2011-01-24,Mace Head,0.7,5.28,10.0,85.24,1009.4,21.65,35.0,59.0,Rainy
2011,1,2011-01-25,Mace Head,0.2,5.34,9.6,85.84,1011.2,18.15,33.7,81.2,Rainy
2011,1,2011-01-26,Mace Head,0.9,5.02,9.9,84.05,1008.95,18.94,32.7,74.7,Rainy
2011,1,2011-01-27,Mace Head,-0.1,4.73,9.3,86.48,1009.48,19.67,33.6,78.0,Rainy
2011,1,2011-01-28,Mace Head,0.7,5.07,9.5,85.7,1011.04,21.31,34.8,86.6,Rainy
2011,1,2011-01-29,Mace Head,0.4,5.32,9.7,86.99,1012.34,21.63,33.8,104.3,Rainy
2011,1,2011-01-30,Mace Head,2.4,5.0,9.3,84.16,1008.25,19.38,34.1,67.2,Cloudy
2011,1,2011-01-31,Mace Head,1.2,5.33,9.6,84.16,1008.32,17.54,33.8,77.0,Rainy
2011,2,2011-02-01,Mace Head,-0.1,4.38,9.3,85.16,1009.66,17.79,34.4,68.3,Rainy
2011,2,2011-02-02,Mace Head,1.1,5.12,8.1,84.55,1008.76,20.95,34.6,69.8,Rainy
2011,2,2011-02-03,Mace Head,-0.5,5.39,10.6,83.61,1010.72,17.92,32.4,77.3,Partly Cloudy
2011,2,2011-02-04,Mace Head,-0.2,5.01,9.1,85.5,1013.45,18.69,33.6,109.0,Rainy
2011,2,2011-02-05,Mace Head,0.3,4.75,10.8,84.2,1010.96,21.44,33.8,74.8,Rainy
2011,2,2011-02-06,Mace Head,0.6,5.27,9.5,84.12,1011.66,19.01,30.8,91.9,Rainy
2011,2,2011-02-07,Mace Head,0.6,5.25,10.5,85.45,1010.01,20.87,34.0,80.6,Rainy
2011,2,2011-02-08,Mace Head,0.7,5.25,9.2,84.9,1009.04,24.82,34.9,87.7,Rainy
2011,2,2011-02-09,Mace Head,1.5,5.18,8.6,82.5,1011.83,21.47,34.3,83.1,Rainy
2011,2,2011-02-10,Mace Head,0.3,5.08,10.2,85.84,1010.93,22.48,33.8,99.1,Rainy
2011,2,2011-02-11,Mace Head,-0.2,5.41,10.3,85.5,1011.68,18.68,32.3,73.1,Rainy
2011,2,2011-02-12,Mace Head,1.3,5.02,9.2,85.01,1010.16,20.03,33.9,85.2,Rainy
2011,2,2011-02-13,Mace Head,0.4,4.76,9.1,84.04,1010.28,21.48,32.6,91.4,Rainy
2011,2,2011-02-14,Mace Head,0.9,4.84,9.9,83.59,1011.65,21.9,34.0,107.5,Rainy
2011,2,2011-02-15,Mace Head,0.8,4.55,9.6,85.98,1007.99,19.35,34.5,95.2,Rainy
2011,2,2011-02-16,Mace Head,0.2,4.75,8.9,83.53,1011.3,19.1,34.2,74.3,Rainy
2011,2,2011-02-17,Mace Head,0.8,5.35,9.9,82.33,1012.2,21.68,34.8,74.3,Rainy
2011,2,2011-02-18,Mace Head,-0.4,5.15,9.6,83.92,1007.96,22.81,34.7,97.7,Rainy
2011,2,2011-02-19,Mace Head,-0.6,4.5,9.1,85.01,1007.22,15.67,32.7,90.5,Rainy
2011,2,2011-02-20,Mace Head,-0.4,4.9,9.8,86.58,1006.38,16.35,34.6,80.8,Rainy
2011,2,2011-02-21,Mace Head,-0.5,4.77,9.4,84.35,1012.21,19.35,32.3,76.7,Rainy
2011,2,2011-02-22,Mace Head,2.1,5.24,9.9,84.7,1009.49,20.62,34.3,74.2,Rainy
2011,2,2011-02-23,Mace Head,0.9,4.75,7.5,85.63,1010.51,20.18,34.5,77.0,Rainy
2011,2,2011-02-24,Mace Head,0.3,5.04,9.8,85.26,1011.01,18.62,33.5,96.9,Rainy
2011,2,2011-02-25,Mace Head,0.4,5.08,9.7,82.47,1006.89,22.11,34.9,100.9,Rainy
2011,2,2011-02-26,Mace Head,0.3,5.04,9.3,86.35,1011.86,16.86,34.9,92.0,Rainy
2011,2,2011-02-27,Mace Head,0.4,4.9,9.8,85.15,1010.01,20.68,32.6,98.6,Rainy
2011,2,2011-02-28,Mace Head,-0.0,4.78,9.8,84.92,1009.32,17.55,34.2,69.2,Rainy
2011,3,2011-03-01,Mace Head,3.9,8.84,13.4,84.54,1013.3,18.97,34.4,83.7,Rainy
2011,3,2011-03-02,Mace Head,4.4,8.55,13.2,85.24,1013.43,21.78,34.1,84.8,Rainy
2011,3,2011-03-03,Mace Head,4.1,8.52,13.3,84.57,1010.5,19.08,34.2,59.6,Rainy
2011,3,2011-03-04,Mace Head,2.9,8.1,12.4,83.9,1010.08,20.82,32.9,72.6,Rainy
2011,3,2011-03-05,Mace Head,3.0,8.29,13.2,84.65,1009.45,21.31,33.5,82.1,Rainy
2011,3,2011-03-06,Mace Head,3.5,8.92,13.6,84.36,1009.9,23.38,34.4,70.2,Rainy
2011,3,2011-03-07,Mace Head,5.2,8.5,13.1,81.92,1011.47,19.07,32.9,57.1,Rainy
2011,3,2011-03-08,Mace Head,4.1,8.15,13.4,85.27,1009.47,22.54,33.7,69.1,Rainy
2011,3,2011-03-09,Mace Head,3.3,8.98,12.7,84.41,1008.78,22.98,35.0,93.2,Rainy
2011,3,2011-03-10,Mace Head,3.2,8.05,12.4,82.95,1008.74,20.28,32.6,94.8,Rainy
2011,3,2011-03-11,Mace Head,3.8,8.6,12.1,86.75,1008.59,20.27,34.0,88.2,Rainy
2011,3,2011-03-12,Mace Head,4.9,8.9,12.6,83.77,1010.4,21.4,34.9,84.3,Rainy
2011,3,2011-03-13,Mace Head,3.4,8.38,13.5,84.11,1007.7,20.35,32.4,98.8,Rainy
2011,3,2011-03-14,Mace Head,4.0,8.39,13.9,82.89,1008.98,22.94,34.5,95.8,Rainy
2011,3,2011-03-15,Mace Head,4.8,8.72,14.3,84.95,1008.85,20.6,34.4,64.5,Rainy
2011,3,2011-03-16,Mace Head,2.8,8.31,13.1,86.7,1012.72,17.71,30.3,94.4,Rainy
2011,3,2011-03-17,Mace Head,4.2,8.49,13.4,85.05,1009.03,17.53,34.0,69.8,Rainy
2011,3,2011-03-18,Mace Head,3.9,8.85,13.8,87.71,1008.81,17.79,34.1,81.5,Rainy
2011,3,2011-03-19,Mace Head,4.4,8.81,13.2,85.12,1009.8,19.78,34.0,71.3,Rainy
2011,3,2011-03-20,Mace Head,4.3,8.58,13.0,85.3,1005.79,20.09,33.1,81.7,Rainy
2011,3,2011-03-21,Mace Head,4.0,8.8,14.3,85.0,1012.9,21.83,33.5,89.8,Rainy
2011,3,2011-03-22,Mace Head,2.7,8.45,12.9,87.95,1011.01,18.75,33.4,84.9,Rainy
2011,3,2011-03-23,Mace Head,4.4,7.96,12.8,85.71,1009.66,20.72,33.4,72.4,Rainy
2011,3,2011-03-24,Mace Head,4.3,8.15,11.7,84.33,1008.6,18.77,32.9,87.3,Rainy
2011,3,2011-03-25,Mace Head,2.4,9.05,13.8,87.08,1011.33,21.52,33.8,98.7,Rainy
2011,3,2011-03-26,Mace Head,3.2,8.9,13.8,84.84,1009.2,19.65,34.5,77.8,Rainy
2011,3,2011-03-27,Mace Head,3.6,8.72,13.4,87.18,1006.82,19.05,32.5,52.8,Rainy
2011,3,2011-03-28,Mace Head,3.5,8.28,13.8,85.09,1012.58,19.36,32.5,73.9,Rainy
2011,3,2011-03-29,Mace Head,3.4,8.98,13.2,86.01,1009.0,17.8,32.5,69.4,Rainy
2011,3,2011-03-30,Mace Head,3.9,8.5,12.6,87.82,1009.56,19.96,34.9,70.5,Rainy
2011,3,2011-03-31,Mace Head,2.7,8.12,13.5,88.02,1009.69,18.14,34.8,83.3,Rainy
2011,4,2011-04-01,Mace Head,4.7,8.77,12.9,84.58,1010.67,20.75,35.0,35.8,Clear
2011,4,2011-04-02,Mace Head,3.2,8.34,13.2,85.48,1010.3,24.34,34.5,78.3,Rainy
2011,4,2011-04-03,Mace Head,5.4,8.97,13.8,85.35,1009.65,21.92,34.2,78.0,Rainy
2011,4,2011-04-04,Mace Head,3.8,9.1,14.3,82.26,1009.59,18.71,34.9,74.3,Rainy
2011,4,2011-04-05,Mace Head,3.4,8.39,12.9,86.8,1010.15,20.59,34.4,77.4,Rainy
2011,4,2011-04-06,Mace Head,3.8,8.45,13.4,85.99,1006.32,21.62,34.3,60.5,Rainy
2011,4,2011-04-07,Mace Head,3.0,8.68,13.2,85.16,1011.74,19.67,33.1,81.1,Rainy
2011,4,2011-04-08,Mace Head,5.2,8.72,14.0,84.9,1008.2,20.88,33.9,75.8,Rainy
2011,4,2011-04-09,Mace Head,4.5,8.58,11.9,85.89,1008.85,21.43,32.8,59.1,Rainy
2011,4,2011-04-10,Mace Head,3.1,8.63,12.6,84.57,1006.25,22.33,33.5,72.7,Rainy
2011,4,2011-04-11,Mace Head,2.8,8.01,12.1,84.6,1011.61,16.74,33.3,100.4,Rainy
2011,4,2011-04-12,Mace Head,3.5,8.72,14.4,85.3,1009.78,16.45,32.7,59.9,Rainy
2011,4,2011-04-13,Mace Head,3.1,8.05,12.4,85.79,1011.81,21.51,35.0,65.8,Rainy
2011,4,2011-04-14,Mace Head,3.7,8.49,14.3,84.14,1010.52,19.92,34.0,83.6,Rainy
2011,4,2011-04-15,Mace Head,5.4,8.95,13.2,82.79,1008.48,20.9,34.3,76.3,Rainy
2011,4,2011-04-16,Mace Head,3.5,8.73,13.7,86.65,1009.59,19.84,34.3,81.2,Rainy
2011,4,2011-04-17,Mace Head,4.8,8.75,13.9,84.25,1008.77,19.34,34.6,67.3,Cloudy
2011,4,2011-04-18,Mace Head,4.1,8.48,13.7,86.55,1008.36,21.55,34.4,74.5,Rainy
2011,4,2011-04-19,Mace Head,2.9,8.32,12.3,85.07,1010.3,18.96,34.5,77.3,Rainy
2011,4,2011-04-20,Mace Head,2.6,8.15,11.5,86.36,1010.14,21.4,34.9,85.6,Rainy
2011,4,2011-04-21,Mace Head,3.3,8.94,13.6,85.73,1009.32,20.23,33.8,101.1,Rainy
2011,4,2011-04-22,Mace Head,3.6,8.22,13.4,85.62,1008.44,18.81,34.4,65.6,Rainy
2011,4,2011-04-23,Mace Head,3.7,8.6,13.5,86.11,1007.33,21.12,33.0,57.5,Rainy
2011,4,2011-04-24,Mace Head,3.7,8.63,12.8,84.12,1007.45,18.59,34.4,91.8,Rainy
2011,4,2011-04-25,Mace Head,4.0,8.71,13.2,83.85,1010.49,23.17,34.7,64.5,Rainy
2011,4,2011-04-26,Mace Head,3.4,8.6,13.7,84.95,1010.81,23.36,33.8,80.2,Rainy
2011,4,2011-04-27,Mace Head,3.4,8.46,13.7,84.17,1013.38,20.19,34.4,94.0,Rainy
2011,4,2011-04-28,Mace Head,3.3,8.22,12.9,84.3,1009.4,22.32,34.3,76.8,Rainy
2011,4,2011-04-29,Mace Head,3.0,8.2,13.8,81.71,1009.55,20.98,34.0,67.1,Rainy
2011,4,2011-04-30,Mace Head,4.3,8.55,13.1,85.04,1008.62,21.8,34.8,52.7,Rainy
2011,5,2011-05-01,Mace Head,2.7,8.61,13.2,86.4,1010.17,16.76,29.8,57.9,Rainy
2011,5,2011-05-02,Mace Head,3.5,8.21,12.5,83.49,1011.25,23.14,34.6,70.3,Rainy
2011,5,2011-05-03,Mace Head,4.4,8.55,13.3,84.48,1007.69,19.09,34.5,73.6,Rainy
2011,5,2011-05-04,Mace Head,3.2,8.65,13.8,84.34,1010.65,20.41,34.8,83.1,Rainy
2011,5,2011-05-05,Mace Head,3.9,8.64,11.8,84.32,1006.88,18.9,31.7,69.2,Rainy
2011,5,2011-05-06,Mace Head,2.8,8.7,13.3,84.4,1009.55,20.76,34.1,64.6,Rainy
2011,5,2011-05-07,Mace Head,2.6,8.4,12.6,86.68,1012.58,20.19,34.5,95.6,Rainy
2011,5,2011-05-08,Mace Head,5.0,8.59,12.2,87.24,1012.66,19.9,34.7,79.0,Rainy
2011,5,2011-05-09,Mace Head,4.0,8.5,12.3,85.28,1010.54,18.68,34.3,93.8,Rainy
2011,5,2011-05-10,Mace Head,5.0,8.5,12.1,83.47,1010.21,17.18,35.0,82.9,Rainy
2011,5,2011-05-11,Mace Head,3.4,8.61,12.8,85.29,1012.39,21.36,34.5,110.8,Rainy
2011,5,2011-05-12,Mace Head,3.5,8.09,13.5,84.56,1005.84,15.84,33.6,79.2,Rainy
2011,5,2011-05-13,Mace Head,5.1,8.56,12.8,86.13,1009.59,18.0,34.4,66.6,Rainy
2011,5,2011-05-14,Mace Head,3.0,8.14,12.6,85.3,1008.01,17.68,32.7,102.0,Rainy
2011,5,2011-05-15,Mace Head,3.0,8.04,13.2,86.35,1007.49,19.24,34.8,86.4,Rainy
2011,5,2011-05-16,Mace Head,4.9,8.75,12.8,84.08,1009.42,21.67,34.6,70.3,Rainy
